Battle_ID,P1_Team,P2_Team,P1_Brought,P2_Brought
gen9championsvgc2026regma-2589237198,"Floette-Eternal,Garchomp,Sneasler,Aerodactyl,Delphox,Kingambit","Charizard,Sneasler,Garchomp,Corviknight,Whimsicott,Venusaur","Garchomp,Aerodactyl,Sneasler,Delphox","Charizard,Garchomp,Sneasler,Whimsicott"
gen9championsvgc2026regma-2589235050,"Palafin,Dragonite,Pelipper,Raichu,Liepard,Garchomp","Corviknight,Whimsicott,Delphox,Blastoise,Meowscarada,Dragapult","Dragonite,Pelipper,Palafin,Raichu,Palafin","Whimsicott,Blastoise,Dragapult,Meowscarada"
gen9championsvgc2026regma-2589237552,"Floette-Eternal,Aegislash,Garchomp,Rotom-Wash,Whimsicott,Incineroar","Kangaskhan,Ninetales-Alola,Sinistcha,Floette-Eternal,Sneasler,Garchomp","Whimsicott,Garchomp,Incineroar","Ninetales-Alola,Floette-Eternal,Sneasler"
gen9championsvgc2026regma-2589228824,"Charizard,Venusaur,Garchomp,Incineroar,Sneasler,Rotom-Wash","Venusaur,Garchomp,Kingambit,Charizard,Aerodactyl,Basculegion","Charizard,Sneasler,Venusaur,Garchomp","Charizard,Basculegion,Aerodactyl,Garchomp"
gen9championsvgc2026regma-2589248910,"Hawlucha,Mamoswine,Tinkaton,Gengar,Hydreigon,Raichu","Hatterene,Hippowdon,Tyranitar,Froslass,Beartic,Gliscor","Mamoswine,Hydreigon,Hawlucha,Tinkaton","Hippowdon,Beartic,Froslass,Tyranitar"
gen9championsvgc2026regma-2589251703,"Lucario,Sneasler,Sinistcha,Scovillain,Sableye,Aerodactyl","Kangaskhan,Glimmora,Garchomp,Whimsicott,Incineroar,Rotom-Wash","Scovillain,Lucario","Glimmora,Whimsicott"
gen9championsvgc2026regma-2589249204,"Gardevoir,Maushold,Aegislash,Talonflame,Politoed,Venusaur","Clefable,Scizor,Farigiraf,Samurott-Hisui,Camerupt,Aerodactyl","Politoed,Maushold,Venusaur","Camerupt,Samurott-Hisui,Farigiraf,Clefable"
gen9championsvgc2026regma-2589246015,"Meganium,Pelipper,Archaludon,Basculegion,Politoed,Charizard","Aggron,Umbreon,Incineroar,Slowbro,Aerodactyl,Sinistcha","Meganium,Archaludon,Pelipper,Basculegion","Aggron,Sinistcha,Umbreon,Slowbro"
gen9championsvgc2026regma-2589248891,"Mimikyu,Crabominable,Incineroar,Noivern,Aggron,Lopunny","Gliscor,Delphox,Sinistcha,Starmie,Kingambit,Dragonite","Crabominable,Mimikyu,Incineroar","Sinistcha,Dragonite,Gliscor"
gen9championsvgc2026regma-2589249122,"Dragonite,Meganium,Politoed,Palafin,Kingambit,Farigiraf","Banette,Basculegion,Sneasler,Rotom-Wash,Tyranitar,Archaludon","Palafin,Meganium,Farigiraf,Palafin","Basculegion,Banette,Archaludon,Sneasler"
gen9championsvgc2026regma-2589248216,"Sableye,Primarina,Maushold,Meganium,Aerodactyl,Archaludon","Charizard,Gardevoir,Maushold,Hydreigon,Aegislash,Venusaur","Archaludon,Primarina,Aerodactyl,Sableye","Charizard,Venusaur,Hydreigon,Aegislash"
gen9championsvgc2026regma-2589247267,"Sinistcha,Talonflame,Feraligatr,Glimmora,Ninetales-Alola,Tinkaton","Charizard,Typhlosion-Hisui,Arcanine-Hisui,Garchomp,Venusaur,Heliolisk","Feraligatr,Glimmora,Ninetales-Alola,Talonflame","Charizard,Typhlosion-Hisui,Garchomp,Heliolisk"
gen9championsvgc2026regma-2589247604,"Tyranitar,Excadrill,Corviknight,Primarina,Incineroar,Sinistcha","Maushold,Archaludon,Incineroar,Froslass,Aerodactyl,Garchomp","Primarina,Corviknight","Maushold,Garchomp,Archaludon,Froslass"
gen9championsvgc2026regma-2589247594,"Starmie,Archaludon,Politoed,Dragonite,Glimmora,Kommo-o","Gallade,Blastoise,Sinistcha,Aerodactyl,Floette-Eternal,Incineroar","Politoed,Glimmora,Archaludon,Starmie","Aerodactyl,Gallade,Incineroar,Floette-Eternal"
gen9championsvgc2026regma-2589248309,"Golurk,Farigiraf,Incineroar,Torkoal,Manectric,Sinistcha","Oranguru,Farigiraf,Golurk,Kingambit,Primarina,Garchomp","Golurk,Sinistcha,Torkoal,Farigiraf","Kingambit,Oranguru,Primarina,Farigiraf"
gen9championsvgc2026regma-2589243841,"Aerodactyl,Sneasler,Kingambit,Ninetales-Alola,Incineroar,Meowscarada","Charizard,Garchomp,Typhlosion,Farigiraf,Ninetales,Aerodactyl","Aerodactyl,Meowscarada,Sneasler,Ninetales-Alola","Ninetales,Farigiraf,Typhlosion,Charizard"
gen9championsvgc2026regma-2589245056,"Charizard,Garchomp,Sneasler,Whimsicott,Incineroar,Rotom-Wash","Tyranitar,Sinistcha,Kingambit,Garchomp,Milotic,Rotom-Heat","Garchomp,Sneasler,Rotom-Wash,Whimsicott","Tyranitar,Rotom-Heat,Sinistcha,Milotic"
gen9championsvgc2026regma-2589247255,"Pelipper,Mamoswine,Tsareena,Scizor,Manectric,Incineroar","Charizard,Venusaur,Garchomp,Rotom-Wash,Sneasler,Incineroar","Mamoswine,Pelipper,Tsareena","Charizard,Incineroar,Venusaur,Garchomp"
gen9championsvgc2026regma-2589244563,"Floette-Eternal,Whimsicott,Scizor,Incineroar,Archaludon,Clawitzer","Archaludon,Tyranitar,Aggron,Garchomp,Whimsicott,Glimmora","Whimsicott,Incineroar,Floette-Eternal,Scizor","Aggron,Whimsicott,Glimmora,Archaludon"
gen9championsvgc2026regma-2589247810,"Froslass,Orthworm,Talonflame,Basculegion,Glimmora,Rotom-Wash","Gardevoir,Maushold,Aegislash,Talonflame,Politoed,Venusaur","Orthworm,Talonflame","Venusaur,Aegislash"
gen9championsvgc2026regma-2589251998,"Charizard,Serperior,Arcanine-Hisui,Farigiraf,Kangaskhan,Kingambit","Dragonite,Incineroar,Sinistcha,Sneasler,Lucario,Garchomp","Kangaskhan,Kingambit,Serperior,Charizard","Sneasler,Dragonite,Incineroar,Garchomp"
gen9championsvgc2026regma-2589252333,"Aerodactyl,Basculegion,Gallade,Scovillain,Sneasler,Clawitzer","Slowking-Galar,Froslass,Sinistcha,Armarouge,Drampa,Tauros-Paldea-Aqua","Clawitzer,Scovillain,Aerodactyl,Gallade","Drampa,Armarouge,Slowking-Galar,Tauros-Paldea-Aqua"
gen9championsvgc2026regma-2589249451,"Crabominable,Incineroar,Aegislash,Farigiraf,Golurk,Sneasler","Scizor,Archaludon,Sneasler,Basculegion,Pelipper,Garchomp","Crabominable,Farigiraf,Incineroar","Scizor,Pelipper,Sneasler,Basculegion"
gen9championsvgc2026regma-2589254300,"Gardevoir,Whimsicott,Primarina,Meowstic,Ceruledge,Meowscarada","Lucario,Weavile,Hawlucha,Clefable,Dragapult,Aerodactyl","Meowstic,Whimsicott,Gardevoir","Lucario,Clefable,Aerodactyl,Weavile"
gen9championsvgc2026regma-2589248754,"Venusaur,Toxapex,Sinistcha,Incineroar,Corviknight,Gliscor","Sneasler,Dragapult,Maushold,Rotom-Wash,Garchomp,Floette-Eternal","Corviknight,Sinistcha,Incineroar,Toxapex","Rotom-Wash,Dragapult,Maushold,Garchomp"
gen9championsvgc2026regma-2589247931,"Tyranitar,Corviknight,Hydreigon,Rotom-Wash,Excadrill,Sinistcha","Wyrdeer,Dragapult,Empoleon,Espathra,Morpeko,Hydreigon","Rotom-Wash,Tyranitar,Sinistcha,Hydreigon","Wyrdeer,Empoleon,Morpeko,Hydreigon"
gen9championsvgc2026regma-2589247347,"Sneasler,Meowscarada,Froslass,Glaceon,Lycanroc-Dusk,Milotic","Floette-Eternal,Garchomp,Kingambit,Basculegion,Sneasler,Froslass","Sneasler,Froslass,Meowscarada,Glaceon","Kingambit,Floette-Eternal,Basculegion,Sneasler"
gen9championsvgc2026regma-2589252126,"Beedrill,Dragapult,Primarina,Sylveon,Greninja,Zoroark-Hisui","Gardevoir,Maushold,Aegislash,Talonflame,Politoed,Venusaur","Beedrill,Primarina,Dragapult","Maushold,Talonflame,Gardevoir"
gen9championsvgc2026regma-2589252110,"Blastoise,Sinistcha,Pelipper,Raichu,Sneasler,Typhlosion-Hisui","Scovillain,Farigiraf,Palafin,Talonflame,Golurk,Sneasler","Sneasler,Typhlosion-Hisui","Palafin,Farigiraf,Scovillain,Golurk"
gen9championsvgc2026regma-2589261898,"Incineroar,Sneasler,Archaludon,Politoed,Basculegion,Meganium","Sylveon,Floette-Eternal,Garchomp,Incineroar,Aegislash,Aerodactyl","Politoed,Archaludon,Incineroar,Sneasler","Sylveon,Floette-Eternal,Aerodactyl,Incineroar"
gen9championsvgc2026regma-2589261368,"Garchomp,Tyranitar,Excadrill,Corviknight,Rotom-Wash,Archaludon","Incineroar,Sinistcha,Archaludon,Pelipper,Feraligatr,Meganium","Archaludon,Corviknight,Tyranitar,Excadrill","Archaludon,Feraligatr,Pelipper,Meganium"
gen9championsvgc2026regma-2589261353,"Charizard,Whimsicott,Garchomp,Sneasler,Maushold,Incineroar","Sneasler,Charizard,Garchomp,Sinistcha,Torkoal,Oranguru","Garchomp,Incineroar,Whimsicott,Charizard","Sinistcha,Sneasler,Charizard"
gen9championsvgc2026regma-2589260734,"Toxicroak,Pelipper,Garchomp,Corviknight,Meganium,Rotom-Wash","Pelipper,Mamoswine,Tsareena,Scizor,Manectric,Spiritomb","Rotom-Wash,Meganium,Corviknight,Toxicroak","Manectric,Scizor,Pelipper,Tsareena"
gen9championsvgc2026regma-2589259021,"Pelipper,Basculegion,Sinistcha,Archaludon,Sneasler,Dragonite","Chimecho,Garchomp,Milotic,Kingambit,Sinistcha,Ceruledge","Sinistcha,Pelipper,Sneasler,Basculegion","Milotic,Kingambit,Chimecho,Garchomp"
gen9championsvgc2026regma-2589260854,"Victreebel,Garchomp,Aerodactyl,Kingambit,Pelipper,Sneasler","Pelipper,Blastoise,Whimsicott,Azumarill,Politoed,Garchomp","Aerodactyl,Victreebel,Sneasler,Garchomp","Politoed,Whimsicott,Blastoise,Garchomp"
gen9championsvgc2026regma-2589258997,"Floette-Eternal,Aerodactyl,Milotic,Kommo-o,Sinistcha,Delphox","Venusaur,Aerodactyl,Garchomp,Kingambit,Basculegion-F,Torkoal","Kommo-o,Sinistcha,Aerodactyl,Delphox","Torkoal,Aerodactyl,Venusaur,Basculegion-F"
gen9championsvgc2026regma-2589254145,"Charizard,Kingambit,Decidueye-Hisui,Gyarados,Gengar,Corviknight","Aerodactyl,Aegislash,Rotom-Wash,Floette-Eternal,Kangaskhan,Garchomp","Kingambit,Corviknight,Gyarados,Charizard","Rotom-Wash,Aerodactyl,Aegislash,Kangaskhan"
gen9championsvgc2026regma-2589260118,"Gardevoir,Maushold,Aegislash,Talonflame,Politoed,Venusaur","Floette-Eternal,Talonflame,Maushold,Garchomp,Incineroar,Scizor","Maushold,Politoed,Venusaur","Talonflame,Scizor,Incineroar,Garchomp"
gen9championsvgc2026regma-2589258185,"Excadrill,Sneasler,Talonflame,Primarina,Sinistcha,Greninja","Slowking-Galar,Froslass,Sinistcha,Armarouge,Drampa,Tauros-Paldea-Aqua","Sinistcha,Primarina,Excadrill,Sneasler","Slowking-Galar,Tauros-Paldea-Aqua,Froslass,Armarouge"
gen9championsvgc2026regma-2589260563,"Gallade,Whimsicott,Incineroar,Weavile,Sinistcha,Sneasler","Charizard,Hippowdon,Excadrill,Sneasler,Corviknight,Rotom-Wash","Incineroar,Gallade,Whimsicott,Sneasler","Rotom-Wash,Corviknight,Sneasler"
gen9championsvgc2026regma-2589256296,"Aggron,Pelipper,Incineroar,Sneasler,Sinistcha,Rotom-Wash","Charizard,Serperior,Arcanine-Hisui,Farigiraf,Kangaskhan,Kingambit","Aggron,Sinistcha,Rotom-Wash,Pelipper","Kingambit,Arcanine-Hisui,Serperior,Charizard"
gen9championsvgc2026regma-2589256135,"Espathra,Clefable,Floette-Eternal,Ninetales-Alola,Sinistcha,Incineroar","Aegislash,Ampharos,Beedrill,Whimsicott,Farigiraf,Milotic","Espathra,Ninetales-Alola,Sinistcha,Floette-Eternal","Milotic,Aegislash,Ampharos,Beedrill"
gen9championsvgc2026regma-2589253975,"Lucario,Incineroar,Sinistcha,Rotom-Wash,Garchomp,Aerodactyl","Tyranitar,Corviknight,Hydreigon,Rotom-Wash,Excadrill,Sinistcha","Lucario,Aerodactyl,Incineroar,Garchomp","Rotom-Wash,Sinistcha,Corviknight"
gen9championsvgc2026regma-2589258339,"Sylveon,Floette-Eternal,Garchomp,Incineroar,Aegislash,Aerodactyl","Gardevoir,Maushold,Basculegion,Talonflame,Kingambit,Garchomp","Sylveon,Floette-Eternal,Aerodactyl,Incineroar","Maushold,Gardevoir,Kingambit,Garchomp"
gen9championsvgc2026regma-2589258126,"Sinistcha,Talonflame,Feraligatr,Glimmora,Ninetales-Alola,Tinkaton","Beedrill,Sylveon,Incineroar,Kommo-o,Sinistcha,Garchomp","Ninetales-Alola,Glimmora,Talonflame,Feraligatr","Beedrill,Sinistcha,Incineroar,Garchomp"
gen9championsvgc2026regma-2589258807,"Charizard,Whimsicott,Garchomp,Sneasler,Maushold,Incineroar","Lucario,Whimsicott,Archaludon,Politoed,Basculegion,Milotic","Incineroar,Whimsicott,Charizard","Lucario,Politoed,Basculegion,Whimsicott"
gen9championsvgc2026regma-2589258496,"Starmie,Sneasler,Zoroark-Hisui,Dragapult,Meowscarada,Farigiraf","Scovillain,Sneasler,Floette-Eternal,Kommo-o,Incineroar,Aegislash","Starmie,Farigiraf,Dragapult,Meowscarada","Kommo-o,Scovillain,Incineroar,Aegislash"
gen9championsvgc2026regma-2589255636,"Froslass,Orthworm,Talonflame,Basculegion,Glimmora,Rotom-Wash","Charizard,Milotic,Incineroar,Sneasler,Venusaur,Garchomp","Rotom-Wash,Talonflame,Basculegion,Orthworm","Milotic,Sneasler,Venusaur,Garchomp"
gen9championsvgc2026regma-2589256338,"Pelipper,Mamoswine,Tsareena,Scizor,Manectric,Spiritomb","Sneasler,Archaludon,Pelipper,Basculegion,Milotic,Starmie","Spiritomb,Manectric,Scizor,Tsareena","Starmie,Archaludon,Sneasler,Basculegion"
gen9championsvgc2026regma-2589256232,"Scovillain,Tyranitar,Palafin,Incineroar,Dragapult,Aerodactyl","Sableye,Primarina,Maushold,Meganium,Aerodactyl,Archaludon","Palafin,Scovillain,Palafin,Incineroar,Dragapult","Sableye,Archaludon,Aerodactyl,Meganium"
gen9championsvgc2026regma-2589253270,"Klefki,Rotom-Wash,Aggron,Meowscarada,Basculegion,Sneasler","Conkeldurr,Chandelure,Drampa,Hatterene,Orthworm,Azumarill","Klefki,Basculegion,Meowscarada,Sneasler","Azumarill,Drampa,Chandelure,Orthworm"
gen9championsvgc2026regma-2589259124,"Blastoise,Garchomp,Sneasler,Aerodactyl,Sylveon,Sinistcha","Zoroark-Hisui,Garchomp,Sneasler,Farigiraf,Milotic,Goodra-Hisui","Sylveon,Sinistcha,Sneasler,Garchomp","Milotic,Goodra-Hisui,Sneasler"
gen9championsvgc2026regma-2589253602,"Incineroar,Floette-Eternal,Sinistcha,Pelipper,Basculegion,Archaludon","Rotom-Heat,Aegislash,Tyranitar,Starmie,Aerodactyl,Garchomp","Floette-Eternal,Incineroar,Sinistcha","Starmie,Rotom-Heat,Tyranitar,Garchomp"
gen9championsvgc2026regma-2589255310,"Aerodactyl,Garchomp,Sneasler,Zoroark-Hisui,Kingambit,Charizard","Incineroar,Sinistcha,Pelipper,Basculegion,Dragonite,Aggron","Garchomp,Kingambit,Aerodactyl,Charizard","Aggron,Sinistcha,Incineroar,Basculegion"
gen9championsvgc2026regma-2589254360,"Tsareena,Mr. Rime,Gallade,Aegislash,Talonflame,Alakazam","Pelipper,Basculegion,Sinistcha,Archaludon,Sneasler,Dragonite","Gallade,Alakazam,Mr. Rime,Tsareena","Dragonite,Pelipper,Basculegion,Sneasler"
gen9championsvgc2026regma-2589252331,"Charizard,Garchomp,Venusaur,Incineroar,Rotom-Wash,Sneasler","Froslass,Incineroar,Araquanid,Kleavor,Sinistcha,Drampa","Rotom-Wash,Charizard,Incineroar,Garchomp","Drampa,Sinistcha,Incineroar,Araquanid"
gen9championsvgc2026regma-2589254954,"Garchomp,Froslass,Incineroar,Palafin,Kingambit,Charizard","Gengar,Palafin,Incineroar,Feraligatr,Sinistcha,Whimsicott","Palafin,Froslass,Kingambit,Palafin,Garchomp","Sinistcha,Feraligatr,Whimsicott"
gen9championsvgc2026regma-2589257085,"Serperior,Charizard,Dragapult,Clefable,Incineroar,Aerodactyl","Golurk,Oranguru,Farigiraf,Drampa,Maushold,Excadrill","Incineroar,Charizard","Drampa,Oranguru"
gen9championsvgc2026regma-2589253291,"Gardevoir,Garchomp,Basculegion,Milotic,Sinistcha,Aerodactyl","Scovillain,Conkeldurr,Aerodactyl,Farigiraf,Dragapult,Kingambit","Gardevoir,Aerodactyl,Basculegion,Garchomp","Scovillain,Aerodactyl,Dragapult,Kingambit"
gen9championsvgc2026regma-2589253802,"Gardevoir,Maushold,Aegislash,Talonflame,Politoed,Venusaur","Starmie,Dragonite,Oranguru,Pelipper,Infernape,Luxray","Maushold,Aegislash,Venusaur,Politoed","Luxray,Dragonite,Pelipper,Infernape"
gen9championsvgc2026regma-2589253504,"Charizard,Rotom-Wash,Milotic,Whimsicott,Incineroar,Sneasler","Sinistcha,Talonflame,Feraligatr,Glimmora,Ninetales-Alola,Tinkaton","Rotom-Wash,Incineroar,Whimsicott,Charizard","Feraligatr,Glimmora,Talonflame,Sinistcha"
gen9championsvgc2026regma-2589253174,"Tyranitar,Excadrill,Sinistcha,Sneasler,Noivern,Rotom-Wash","Charizard,Whimsicott,Garchomp,Rotom-Wash,Froslass,Sneasler","Rotom-Wash,Tyranitar,Sinistcha,Excadrill","Rotom-Wash,Charizard,Whimsicott,Garchomp"
gen9championsvgc2026regma-2589253516,"Aerodactyl,Incineroar,Rotom-Wash,Conkeldurr,Venusaur,Weavile","Charizard,Sneasler,Whimsicott,Kingambit,Garchomp,Rotom-Wash","Rotom-Wash,Aerodactyl,Weavile,Conkeldurr","Rotom-Wash,Charizard,Whimsicott,Garchomp"
gen9championsvgc2026regma-2589255820,"Floette-Eternal,Aerodactyl,Incineroar,Sneasler,Sinistcha,Rotom-Wash","Alakazam,Meowstic,Sylveon,Typhlosion-Hisui,Incineroar,Beedrill","Aerodactyl,Incineroar","Beedrill,Sylveon"
gen9championsvgc2026regma-2589285676,"Milotic,Slowking-Galar,Crabominable,Incineroar,Ampharos,Sinistcha","Tyranitar,Excadrill,Scizor,Garchomp,Vivillon,Talonflame","Sinistcha,Incineroar,Crabominable,Slowking-Galar","Talonflame,Garchomp,Tyranitar,Vivillon"
gen9championsvgc2026regma-2589287505,"Meganium,Kangaskhan,Tauros-Paldea-Aqua,Archaludon,Aerodactyl,Typhlosion-Hisui","Venusaur,Sableye,Sinistcha,Farigiraf,Incineroar,Aerodactyl","Typhlosion-Hisui,Archaludon,Kangaskhan,Aerodactyl","Incineroar,Venusaur,Sinistcha,Sableye"
gen9championsvgc2026regma-2589288089,"Drampa,Cofagrigus,Conkeldurr,Scizor,Farigiraf,Slowbro-Galar","Blastoise,Farigiraf,Goodra-Hisui,Kingambit,Meowscarada,Aegislash","Drampa,Farigiraf,Conkeldurr,Cofagrigus","Meowscarada,Kingambit,Blastoise,Farigiraf"
gen9championsvgc2026regma-2589289852,"Scovillain,Aegislash,Primarina,Sneasler,Aerodactyl,Kommo-o","Umbreon,Skarmory,Ninetales,Venusaur,Vaporeon,Sneasler","Aerodactyl,Primarina","Skarmory,Sneasler"
gen9championsvgc2026regma-2589289289,"Basculegion,Charizard,Kingambit,Sneasler,Venusaur,Talonflame","Aerodactyl,Sneasler,Kingambit,Meganium,Farigiraf,Basculegion","Talonflame,Sneasler,Charizard,Kingambit","Sneasler,Basculegion,Aerodactyl,Farigiraf"
gen9championsvgc2026regma-2589287685,"Farigiraf,Incineroar,Tyranitar,Kingambit,Venusaur,Milotic","Sneasler,Tyranitar,Meganium,Sableye,Milotic,Aerodactyl","Incineroar,Venusaur,Milotic,Farigiraf","Sneasler,Meganium,Milotic,Aerodactyl"
gen9championsvgc2026regma-2589285653,"Quaquaval,Excadrill,Pelipper,Venusaur,Incineroar,Sneasler","Kingambit,Typhlosion-Hisui,Farigiraf,Meganium,Torkoal,Incineroar","Incineroar,Excadrill,Quaquaval,Pelipper","Meganium,Kingambit,Torkoal,Farigiraf"
gen9championsvgc2026regma-2589283913,"Meganium,Politoed,Aerodactyl,Dragonite,Sneasler,Basculegion","Kingambit,Meganium,Aerodactyl,Kangaskhan,Milotic,Typhlosion-Hisui","Politoed,Sneasler,Basculegion,Meganium","Typhlosion-Hisui,Aerodactyl,Meganium,Milotic"
gen9championsvgc2026regma-2589287054,"Milotic,Aegislash,Aggron,Glimmora,Gyarados,Rotom-Wash","Feraligatr,Gardevoir,Aegislash,Kingambit,Sinistcha,Talonflame","Rotom-Wash,Aegislash,Aggron,Glimmora","Talonflame,Feraligatr,Kingambit,Sinistcha"
gen9championsvgc2026regma-2589282204,"Scovillain,Aegislash,Basculegion,Garchomp,Sneasler,Rotom-Wash","Floette-Eternal,Aerodactyl,Garchomp,Orthworm,Kangaskhan,Milotic","Aegislash,Sneasler,Scovillain,Basculegion","Garchomp,Aerodactyl,Orthworm,Floette-Eternal"
gen9championsvgc2026regma-2589286720,"Charizard,Garchomp,Aegislash,Milotic,Kingambit,Basculegion","Sinistcha,Sneasler,Kingambit,Incineroar,Politoed,Gengar","Basculegion,Garchomp,Charizard","Gengar,Politoed,Sinistcha,Kingambit"
gen9championsvgc2026regma-2589285322,"Garchomp,Corviknight,Whimsicott,Sneasler,Kingambit,Charizard","Tyranitar,Excadrill,Garchomp,Incineroar,Rotom-Wash,Milotic","Whimsicott,Sneasler,Garchomp,Kingambit","Rotom-Wash,Excadrill,Garchomp,Tyranitar"
gen9championsvgc2026regma-2589285912,"Manectric,Froslass,Incineroar,Sneasler,Kingambit,Farigiraf","Sneasler,Aerodactyl,Kingambit,Garchomp,Floette-Eternal,Delphox","Incineroar,Sneasler,Manectric,Froslass","Sneasler,Garchomp,Aerodactyl,Floette-Eternal"
gen9championsvgc2026regma-2589285074,"Whimsicott,Corviknight,Lopunny,Politoed,Rotom-Wash,Lucario","Dragapult,Gyarados,Whimsicott,Volcarona,Aerodactyl,Sneasler","Whimsicott,Politoed,Lucario,Rotom-Wash","Whimsicott,Gyarados,Volcarona"
gen9championsvgc2026regma-2589286153,"Archaludon,Scizor,Pelipper,Dragonite,Basculegion,Sneasler","Basculegion,Charizard,Kingambit,Sneasler,Venusaur,Talonflame","Sneasler,Archaludon,Pelipper,Dragonite","Talonflame,Sneasler,Charizard,Kingambit"
gen9championsvgc2026regma-2589281711,"Aggron,Pelipper,Incineroar,Sneasler,Sinistcha,Rotom-Wash","Incineroar,Aegislash,Froslass,Hydreigon,Scizor,Clefable","Incineroar,Aggron,Sneasler,Sinistcha","Aegislash,Incineroar,Hydreigon,Froslass"
gen9championsvgc2026regma-2589283668,"Floette-Eternal,Whimsicott,Maushold,Aegislash,Aerodactyl,Garchomp","Klefki,Rotom-Wash,Aggron,Meowscarada,Basculegion,Sneasler","Whimsicott,Garchomp,Maushold,Floette-Eternal","Meowscarada,Sneasler,Aggron,Klefki"
gen9championsvgc2026regma-2589286101,"Drampa,Alakazam,Sinistcha,Pelipper,Basculegion,Scizor","Chimecho,Sneasler,Zoroark-Hisui,Maushold,Lucario,Aerodactyl","Sinistcha,Drampa,Basculegion,Alakazam","Sneasler,Maushold"
gen9championsvgc2026regma-2589284116,"Aggron,Pelipper,Sinistcha,Basculegion,Glimmora,Mamoswine","Pelipper,Basculegion,Sinistcha,Archaludon,Sneasler,Dragonite","Glimmora,Sinistcha,Mamoswine,Basculegion","Sneasler,Sinistcha,Basculegion,Pelipper"
gen9championsvgc2026regma-2589285190,"Delphox,Espathra,Clefable,Froslass,Aegislash,Palafin","Gardevoir,Incineroar,Golurk,Kingambit,Abomasnow,Sinistcha","Aegislash,Espathra,Clefable,Delphox","Golurk,Incineroar,Gardevoir,Kingambit"
gen9championsvgc2026regma-2589284518,"Blastoise,Farigiraf,Goodra-Hisui,Kingambit,Meowscarada,Aegislash","Aerodactyl,Garchomp,Meganium,Sneasler,Basculegion,Kingambit","Meowscarada,Goodra-Hisui,Blastoise,Farigiraf","Sneasler,Garchomp,Aerodactyl,Kingambit"
gen9championsvgc2026regma-2589282229,"Gengar,Incineroar,Sinistcha,Kommo-o,Primarina,Whimsicott","Aggron,Pelipper,Incineroar,Sneasler,Sinistcha,Ceruledge","Gengar,Incineroar,Sinistcha,Whimsicott","Sneasler,Aggron,Pelipper,Ceruledge"
gen9championsvgc2026regma-2589282725,"Froslass,Kommo-o,Sinistcha,Milotic,Sneasler,Basculegion","Charizard,Rotom-Wash,Garchomp,Talonflame,Dragonite,Dragapult","Sinistcha,Basculegion,Milotic,Froslass","Rotom-Wash,Charizard,Garchomp,Dragapult"
gen9championsvgc2026regma-2589284737,"Gengar,Incineroar,Gardevoir,Sinistcha,Sneasler,Kommo-o","Dragonite,Pelipper,Sinistcha,Snorlax,Garchomp,Incineroar","Sneasler,Kommo-o","Incineroar,Pelipper,Dragonite"
gen9championsvgc2026regma-2589284411,"Audino,Bellibolt,Sneasler,Gardevoir,Garchomp,Stunfisk","Greninja,Vaporeon,Gallade,Basculegion-F,Noivern,Dragonite","Garchomp,Bellibolt,Gardevoir,Stunfisk","Gallade,Basculegion-F,Greninja,Dragonite"
gen9championsvgc2026regma-2589282025,"Sneasler,Talonflame,Primarina,Sinistcha,Greninja,Lucario","Bellibolt,Greninja,Toxicroak,Venusaur,Politoed,Ditto","Sinistcha,Talonflame,Sneasler,Lucario","Greninja,Bellibolt,Toxicroak,Venusaur"
